,feature name,ratio
0,tfmri_sst_all_incorrect.stop.vs.correct.go_beta_cort.destrieux_g.front.inf.orbital.lh,0.11635510432876991
1,TotProb.CBCL,0.11449755167254473
2,PPSP_frequency,0.11421788814880145
3,AnxDep.CBCL,0.09987312631529195
4,tfmri_sst_all_incorrect.go.vs.correct.go_beta_cort.destrieux_s.orbital.med.olfact.lh,0.05548835138654244
5,tfmri_sst_all_correct.go.vs.fixation_beta_cort.destrieux_g.temporal.inf.rh,0.03688575999399248
6,tfmri_sst_all_incorrect.stop.vs.correct.go_beta_cort.destrieux_g.occipital.middle.rh,0.03475209024405684
7,Social.CBCL,0.033503090874732744
8,tfmri_sst_all_correct.stop.vs.incorrect.stop_beta_cort.destrieux_g.oc.temp.med.lingual.lh,0.03265967185528239
9,tfmri_sst_all_correct.stop.vs.incorrect.stop_beta_cort.destrieux_g.oc.temp.med.parahip.rh,0.031931097556951345
10,tfmri_sst_all_correct.stop.vs.correct.go_beta_cort.destrieux_g.rectus.lh,0.026552728256806366
11,Conduct.CBCL,0.021822938647024018
12,tfmri_sst_all_incorrect.go.vs.correct.go_beta_cort.destrieux_s.oc.temp.lat.lh,0.020606738065904257
13,DA_baseline,0.0183788053221895
14,tfmri_sst_all_incorrect.go.vs.correct.go_beta_cort.destrieux_g.and.s.frontomargin.rh,0.01806896980992679
15,HC_CHM,0.017619680713178976
16,tfmri_sst_all_correct.stop.vs.correct.go_beta_cort.destrieux_s.oc.temp.med.and.lingual.lh,0.014865375254850861
17,tfmri_sst_all_correct.go.vs.fixation_beta_cort.destrieux_g.temp.sup.lateral.lh,0.01443058212788574
18,tfmri_sst_all_correct.stop.vs.correct.go_beta_cort.destrieux_g.and.s.cingul.mid.ant.rh,0.011870434028506372
19,tfmri_sst_all_any.stop.vs.correct.go_beta_cort.destrieux_g.pariet.inf.angular.lh,0.011751030070769442
0,PPSP_distress,0.14145808552028957
1,Depress.CBCL,0.12631704918069867
2,Internal.and.External.Comobidity,0.10869024160584675
3,DA_baseline,0.09386026916429098
4,PPSP_frequency,0.08201312773462863
5,AnxDep.CBCL,0.07050936748649242
6,nihtbx_picture_uncorrected,0.05856875749144509
7,poa_total_6month_follow_up,0.04151481827362266
8,Social.CBCL,0.029251294393491174
9,mania_score_1_year_follow_up,0.023483953176468328
10,Thought.CBCL,0.022787067653970053
11,Stress.CBCL,0.021970746378625842
12,vol,0.0212839039477695
13,upps_positive_urgency,0.02090365724792609
14,fes_9_p,0.020046686842994314
15,age,0.020035924195901708
16,height,0.017527189394588055
17,Ab,0.014873286846148685
18,Ne,0.013988823218945226
19,upps_sensation_seeking,0.01367059735173078
0,tfmri_sst_all_correct.go.vs.fixation_beta_cort.destrieux_g.rectus.rh,0.005015929323515371
1,tfmri_sst_all_incorrect.go.vs.incorrect.stop_beta_cort.destrieux_g.temp.sup.lateral.lh,0.0049258158673255534
2,tfmri_sst_all_incorrect.stop.vs.correct.go_beta_cort.destrieux_s.collat.transv.ant.lh,0.004906873219505628
3,tfmri_sst_all_correct.go.vs.fixation_beta_cort.destrieux_s.calcarine.lh,0.004722595949851198
4,tfmri_sst_all_correct.stop.vs.incorrect.stop_beta_cort.destrieux_s.subparietal.rh,0.004654390127378624
5,tfmri_sst_all_any.stop.vs.correct.go_beta_cort.destrieux_s.circular.insula.sup.rh,0.004498627683821157
6,tfmri_sst_all_correct.stop.vs.correct.go_beta_cort.destrieux_pole.occipital.lh,0.0042807840055345565
7,tfmri_sst_all_any.stop.vs.correct.go_beta_cort.destrieux_g.temp.sup.plan.tempo.lh,0.004229561933183452
8,tfmri_sst_all_incorrect.stop.vs.correct.go_beta_cort.destrieux_g.and.s.cingul.mid.ant.lh,0.004195167819303825
9,tfmri_sst_all_incorrect.go.vs.correct.go_beta_cort.destrieux_s.interm.prim.jensen.rh,0.004137977848558669
10,tfmri_sst_all_correct.stop.vs.correct.go_beta_cort.destrieux_s.temporal.sup.lh,0.0037626243428359597
11,tfmri_sst_all_correct.stop.vs.correct.go_beta_cort.destrieux_g.front.inf.orbital.lh,0.003700801424708867
12,tfmri_sst_all_correct.stop.vs.correct.go_beta_cort.destrieux_s.temporal.inf.rh,0.0036681648958373997
13,tfmri_sst_all_correct.stop.vs.correct.go_beta_cort.destrieux_g.cingul.post.dorsal.lh,0.003377553946813011
14,tfmri_sst_all_correct.go.vs.fixation_beta_cort.destrieux_s.circular.insula.sup.lh,0.003288226688074708
15,tfmri_sst_all_correct.stop.vs.incorrect.stop_beta_cort.destrieux_g.and.s.frontomargin.rh,0.003256134803508844
16,tfmri_sst_all_correct.go.vs.fixation_beta_cort.destrieux_s.pericallosal.lh,0.0031968806138035614
17,tfmri_sst_all_incorrect.go.vs.correct.go_beta_cort.destrieux_s.oc.middle.and.lunatus.rh,0.00312720131138029
18,tfmri_sst_all_incorrect.go.vs.correct.go_beta_cort.destrieux_g.cuneus.lh,0.0031063908967523535
19,tfmri_sst_all_correct.stop.vs.correct.go_beta_cort.destrieux_g.and.s.paracentral.rh,0.003101054416021864
